Time,Flow_Rate,Temperature,Pressure
1,524.7873253561478,307.1840915891146,256.4420605275421
2,318.20926033677677,351.3289243763421,280.04706856470256
3,556.9749124692252,371.08341063154,305.81907497891535
4,919.1744575419187,379.72341557702214,285.2579564178603
5,642.6800804998142,398.91040504169916,309.9450276972844
6,1037.2672483744766,369.26530258168935,298.6017020147449
7,524.6239082047241,339.736506120153,269.690338331263
8,1952.19448446999,367.8431735891475,291.7048234150688
9,1465.8962908282742,411.15965310257604,323.85563899686633
10,231.43317913961576,394.7207125793786,333.40496433340024
11,773.1638622000845,374.097537264391,-4e-05
12,1257.3738578998837,327.3952783241431,256.4564477902262
13,250.99079474486325,420.2452360335453,332.1334980078057
14,1967.1136616821386,315.66879490657516,250.56940723306178
15,887.0065124216111,335.385748231457,265.80816402832625
16,1579.3271257057825,367.4352629490883,293.3965998510991
17,1588.4430330073817,407.9557452135423,331.22943610009537
18,723.161883262444,380.5321683184562,286.5082153255111
19,832.791775202425,352.74766132164325,288.5760324798032
20,1168.9319980925325,415.2745711519409,339.17411896466047
21,1520.583375837909,411.4624294027016,315.45779707261494
22,376.42900244740486,427.4231644867251,366.2659056611007
23,577.0461284762594,361.83176062789397,269.86345621386545
24,1340.767497462308,406.0229977127554,317.88466402562415
25,999.7968744826529,397.0186278008045,308.7907679754438
26,357.9587856498907,417.32486470739104,332.50467711600214
27,826.8694615478931,347.13260331747796,272.3784754251654
28,399.19127517499174,333.71384168162774,262.5400497800496
29,1063.8671077704864,394.49458261877766,309.7540415842618
30,1664.909035432897,405.4840216398027,331.45122037474215
31,371.3166391990177,363.9314545305301,310.18436066350125
32,1914.7610881188502,391.8265847855046,313.75608346560387
33,851.4039156238888,346.8764215867629,249.4928958566884
34,1008.5100712837132,344.7833989455812,274.36576349112596
35,1021.4314227050681,408.5221867950963,319.3170690957379
36,32.56711297141706,374.69920177205836,309.58034227708265
37,1463.648447266581,301.4630532300889,241.1653201597538
38,1986.6167747417678,362.254425441425,282.27460465483244
39,326.5921890062648,419.1225022479839,320.3591005845007
40,254.14292460198433,377.70922852017037,315.1909623656044
41,750.2935349755619,311.0722744030873,258.45741150242515
42,1386.7456689580602,385.4447983819407,305.95822329839893
43,6.799159307251102,320.62149018326966,265.4734474572508
44,739.0888954567122,400.610620368575,322.42812193660546
45,118.29997183464504,391.17157161194314,308.3576792877355
46,1578.8828339631998,383.5880627200698,303.4371197355879
47,700.1886561872637,387.3243280978942,318.0354692534757
48,1405.3449157078028,340.3242333345425,281.8746525837769
49,982.9669254544914,377.3073770043194,313.1013079494554
50,1945.7717874077434,409.38469456967647,330.4775106337655
51,1672.0997921850637,398.1949356971082,-0.00012
52,1220.8644270142297,378.91658936846,322.94916787585106
53,1129.4734399696024,336.3564681147051,262.7726522413908
54,1994.7808972985529,395.1748794495353,298.34070492674704
55,510.19354875531565,345.31423382418365,296.34355560400866
56,29.741336197621727,337.30494669608197,267.036299164844
57,179.00108933778517,317.97823851678197,245.90563750062427
58,1878.026218491362,384.8235809368832,323.13818175723276
59,1946.9453393360168,358.1734152144954,297.9126696731284
60,983.4715781330079,424.70565674311524,365.31629529864387
61,682.531007334844,478.033172141956,358.1765630625647
62,1445.992378251532,382.3606860464792,309.54121190474865
63,22.78262797792835,418.39292511767826,311.2826942833888
64,1520.1464021122463,346.6190810462157,296.9501252204775
65,1343.1341696390489,355.5054173812224,289.27053797194964
66,381.7006058669479,345.5776977045956,266.9554839476228
67,1333.2628404870643,362.6756719021058,303.1858805195667
68,1822.3336807190665,340.61530543032353,255.21710111723866
69,325.07273409419224,396.78566619199995,322.2916252565305
70,1821.24605444086,432.58125883753826,358.78026723107854
71,649.3914492175571,386.9044440893392,316.55932450009215
72,1400.8965416788426,297.9265370694436,243.33274168555735
73,531.6352263020676,375.1002652359829,305.74079877525173
74,1038.3983421212754,338.2326905941272,281.8386142314865
75,355.75850177852055,378.3125316772753,298.5403767667579
76,936.2240986765636,422.6047216758569,326.2562749502255
77,898.4800731710767,365.3829587543077,290.72566225780963
78,792.7331671527704,325.29434325688476,268.59977359574043
79,1584.0589423608621,394.2690739833892,306.65013320604646
80,987.3030913176108,316.2646480701736,247.85305950900522
81,1448.1718480748752,354.5970617212562,290.6491842198464
82,1586.2530422257566,446.46453461973874,364.4067747738361
83,703.696675497205,381.9531525000665,304.47178663133957
84,1819.3973961316992,372.8934589242373,298.6793416718114
85,1426.0621128157497,363.5141322274102,277.334717045694
86,1794.5980142827427,362.885780764346,306.5192800051278
87,840.9964496411961,433.152254357623,360.12626806497695
88,935.5646826721003,332.3224947122894,261.87756550496556
89,1807.9504714613738,342.60416341056407,260.41489723504105
90,1267.4636632775182,383.17809526147283,314.9625355475102
91,1066.1260977873185,251.39070775328747,196.7755436057408
92,475.78401939869246,418.7558941041375,323.88399437721597
93,1893.0613337468033,359.9106553295275,290.3937125965153
94,1119.300816826032,366.82190473852717,280.51437685409815
95,1514.9457062464887,421.0139752150403,328.90312127668255
96,473.0622687950375,347.6415731059727,285.5601808463026
97,860.0877020029691,378.1113536658766,296.7621069727932
98,788.8330867722003,387.53477755535226,327.70593611498725
